Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.03,,136,"Micronesia, Fed. Sts.",,,,"$233,226,323",0.078,$170,,0.042,0,0.153,68,67,,1,0.403,0.56,0.037,107430,0.223,"$17,000,000","$5,000,000"
0.021,,2299,New Caledonia,,,,"$2,682,347,064",,,,,0.1,,78,72,0.2,1,0.287,0.654,0.059,213230,0.618,"$111,000,000",
0.015,,32897,New Zealand,,,17056,"$52,011,621,745",0.076,"$1,052",,0.006,0.5,0.078,81,76,0.4,1,0.227,0.655,0.118,3857700,0.857,"$2,272,000,000","$1,235,000,000"
0.035,,2688,Papua New Guinea,,,,"$3,521,348,155",0.04,$26,,0.058,0,0.175,61,57,0,1,0.402,0.573,0.025,5379226,0.132,"$7,000,000","$50,000,000"
0.031,,139,Samoa,,,,"$239,698,992",0.06,$80,,0.019,0,,73,66,0,1,0.407,0.548,0.045,174614,0.22,"$41,000,000",
0.036,,165,Solomon Islands,,,,"$435,101,217",0.046,$48,,0.028,0,0.146,64,62,0,1,0.419,0.553,0.028,412336,0.158,"$4,000,000","$12,200,000"
0.028,,121,Tonga,,,,"$188,623,258",0.048,$92,,0.015,0,0.113,73,69,0,1,0.384,0.559,0.057,97962,0.23,"$7,000,000",
0.032,,81,Vanuatu,,,,"$272,014,693",0.036,$52,,0.02,0,0.099,69,66,0,1,0.415,0.552,0.033,185058,0.217,"$69,000,000","$9,000,000"
0.02,,345,Antigua and Barbuda,,,,"$787,693,391",0.04,$408,,0.014,0.1,0.122,76,71,0.3,1,0.292,0.637,0.071,77648,0.321,"$291,000,000","$31,000,000"
0.019,,141077,Argentina,,,60954,"$344,272,910,000",0.092,$710,,0.018,0.1,0.111,78,70,0.2,1,0.279,0.621,0.099,36903067,0.891,"$3,195,000,000","$5,460,000,000"
0.014,,2233,Aruba,,,,"$1,873,452,514",,,,,0.2,0.121,76,71,0.2,1,0.232,0.692,0.076,90858,0.467,"$850,000,000","$163,000,000"
0.018,,1668,"Bahamas, The",,,,"$6,327,552,000",0.052,"$1,107",,0.013,0.1,0.06,75,69,0.1,1,0.293,0.654,0.054,297759,0.82,"$1,753,000,000","$348,000,000"
0.013,,1188,Barbados,,,,"$3,119,500,000",0.063,$602,,0.015,0,0.102,75,71,0.1,1,0.219,0.666,0.115,267190,0.338,"$733,000,000","$141,000,000"
0.029,,689,Belize,,,,"$831,750,000",0.04,$139,,0.021,0.1,0.16,74,67,0.1,1,0.402,0.555,0.043,238586,0.477,"$111,000,000","$44,000,000"
0.014,,495,Bermuda,,,,"$3,480,219,000",,,,,0.4,,81,75,0.2,1,,,,61833,1,"$431,000,000",
0.031,,10224,Bolivia,,,3737,"$8,397,858,185",0.061,$60,,0.057,0,0.346,65,61,0.1,1,0.398,0.56,0.042,8495271,0.618,"$101,000,000","$116,000,000"
0.021,,327984,Brazil,,,187442,"$644,701,831,101",0.072,$265,,0.029,0,0.568,74,67,0.1,1,0.296,0.649,0.055,174504898,0.812,"$1,969,000,000","$4,548,000,000"
0.011,,534484,Canada,,,251450,"$739,455,928,894",0.088,"$2,090",,0.005,0.5,0.073,82,77,0.3,1,0.192,0.683,0.125,30769700,0.795,"$13,035,000,000","$15,125,000,000"
,,455,Cayman Islands,,,,,,,,,,,,,0.3,1,,,,41685,1,"$559,000,000",
0.017,,58694,Chile,,,25174,"$79,328,640,264",0.077,$390,,0.009,0.2,0.148,80,74,0.2,1,0.278,0.65,0.072,15454402,0.861,"$1,179,000,000","$904,000,000"
0.023,,57924,Colombia,,,25814,"$99,886,577,576",0.059,$148,,0.021,0,0.188,75,67,0.1,1,0.328,0.624,0.047,39897984,0.721,"$1,313,000,000","$1,452,000,000"
0.02,,5475,Costa Rica,,,2874,"$15,946,443,103",0.071,$287,,0.011,0.1,0.249,80,75,0.1,1,0.315,0.631,0.055,3929588,0.59,"$1,477,000,000","$551,000,000"
0.013,,26039,Cuba,,,12859,"$30,565,200,000",0.061,$166,,0.007,0,,79,75,0,1,0.216,0.685,0.099,11138416,0.753,"$1,948,000,000",
,,,Curacao,,,,,,,,,,,,,,1,0.249,0.648,0.103,133860,0.908,"$227,000,000",
,,103,Dominica,,,,"$324,463,833",0.05,$231,,0.014,0.1,0.117,,,0,1,,,,69679,0.653,"$48,000,000","$9,000,000"
0.025,,20117,Dominican Republic,,,7499,"$23,996,656,676",0.063,$173,,0.033,0,0.268,74,68,0.1,1,0.349,0.599,0.051,8663421,0.617,"$2,860,000,000","$440,000,000"
0.025,,20942,Ecuador,,,7815,"$18,327,386,416",0.036,$53,,0.028,0,0.171,76,71,0,1,0.345,0.604,0.051,12533087,0.603,"$451,000,000","$416,000,000"
0.025,,5743,El Salvador,,,3968,"$13,134,100,000",0.081,$179,,0.027,0,0.14,74,65,0.1,1,0.383,0.562,0.055,5958794,0.589,"$437,000,000","$219,000,000"
0.016,,532,Greenland,,,,"$1,068,024,994",,,,,0.3,,70,64,0.3,1,,,,56200,0.816,,
0.019,,191,Grenada,,,,"$523,256,355",0.066,$339,,0.014,0,0.116,73,68,0,1,0.35,0.572,0.078,101620,0.359,"$93,000,000","$8,000,000"
0.037,,9916,Guatemala,,,7041,"$19,290,566,570",0.056,$96,,0.04,0,0.209,71,64,0.1,1,0.441,0.519,0.04,11204183,0.451,"$498,000,000","$216,000,000"
0.022,,1610,Guyana,,,,"$712,667,925",0.058,$56,,0.039,0.1,0.173,67,60,0.1,1,0.354,0.602,0.045,744471,0.287,"$80,000,000","$77,000,000"
0.031,,1368,Haiti,,,2010,"$3,664,503,846",0.061,$26,,0.075,0,0.314,59,56,0,1,0.403,0.557,0.04,8578234,0.356,"$128,000,000","$173,000,000"
0.032,,5031,Honduras,,,2990,"$7,105,529,647",0.066,$76,,0.031,0,0.268,73,68,0,1,0.424,0.537,0.039,6235561,0.455,"$263,000,000","$198,000,000"
0.021,,10319,Jamaica,,,3829,"$9,008,629,729",0.055,$189,,0.02,0,0.233,73,68,0.1,1,0.327,0.599,0.075,2589389,0.518,"$1,577,000,000","$238,000,000"
0.024,,381518,Mexico,,,145384,"$683,647,980,782",0.051,$328,,0.022,0.1,0.169,77,72,0.1,1,0.341,0.61,0.049,103873607,0.747,"$9,133,000,000","$6,365,000,000"
0.028,,3762,Nicaragua,,,2522,"$5,107,329,010",0.054,$54,,0.033,0,0.181,72,67,0,1,0.409,0.554,0.037,5100920,0.547,"$129,000,000","$126,000,000"
0.024,,5790,Panama,,,2569,"$11,620,500,000",0.078,$295,,0.022,0.1,0.105,78,73,0.1,1,0.321,0.623,0.055,3054812,0.622,"$628,000,000","$241,000,000"
0.028,,3689,Paraguay,,,3850,"$8,195,993,231",0.081,$124,,0.028,0,0.268,72,68,0.2,1,0.382,0.574,0.044,5350253,0.553,"$88,000,000","$154,000,000"
0.024,,30297,Peru,,,12222,"$50,681,123,109",0.047,$96,,0.03,0,0.3,73,68,0,1,0.341,0.611,0.048,26000080,0.73,"$861,000,000","$641,000,000"
0.016,,,Puerto Rico,,,,"$61,701,810,000",,,,,0.1,,81,73,0.3,1,0.236,0.651,0.113,3810605,0.944,"$2,388,000,000","$1,333,000,000"
,,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,30519,1,"$511,000,000","$127,000,000"
,,103,St. Kitts and Nevis,,,,"$416,566,954",0.043,$392,,0.014,0.1,0.111,,,0,1,,,,45544,0.328,"$58,000,000","$9,000,000"
0.02,,330,St. Lucia,,,,"$764,457,723",0.056,$272,,0.015,0.1,0.131,73,70,0,1,0.322,0.602,0.076,156949,0.278,"$281,000,000","$33,000,000"
0.017,,,St. Martin (French part),,,,,,,,,,,80,74,,1,,,,28384,,,
0.02,,158,St. Vincent and the Grenadines,,,,"$397,447,007",0.037,$137,,0.019,0,0.115,73,68,0,1,0.314,0.616,0.069,107897,0.452,"$82,000,000","$10,000,000"
0.023,,2127,Suriname,,,,"$892,164,364",0.087,$167,,0.03,0,0.29,71,65,0.1,1,0.306,0.637,0.057,466668,0.664,"$42,000,000","$67,000,000"
0.015,,24514,Trinidad and Tobago,,,10854,"$8,154,315,708",0.04,$260,,0.025,0.1,0.165,72,65,0.1,1,0.256,0.679,0.065,1267980,0.108,"$371,000,000","$190,000,000"
,,15,Turks and Caicos Islands,,,,,,,,,,,,,,1,,,,18876,0.846,"$285,000,000",
0.014,,5713560,United States,,,2273332,"$10,289,700,000,000",0.136,"$4,790",,0.007,0.4,0.092,79,74,0.4,1,0.213,0.663,0.124,282162411,0.791,"$120,912,000,000","$91,473,000,000"
0.016,,5306,Uruguay,,,3092,"$22,823,255,806",0.112,$773,,0.015,0.1,0.461,78,71,0.1,1,0.246,0.624,0.131,3320841,0.92,"$827,000,000","$381,000,000"
0.024,,152415,"Venezuela, RB",,,56424,"$117,147,614,566",0.057,$273,,0.018,0,0.252,75,70,0.2,1,0.337,0.617,0.046,24407553,0.88,"$469,000,000","$1,647,000,000"
0.014,,,Virgin Islands (U.S.),,,,,,,,,0.1,,80,73,0.3,1,0.259,0.655,0.086,108639,0.926,"$1,206,000,000",
0.019,,84293,Algeria,,,27072,"$54,744,716,706",0.038,$65,,0.033,0,0.095,71,68,0,1,0.33,0.63,0.04,32150198,0.607,"$100,000,000","$194,000,000"
0.05,,9732,Angola,,,7883,"$8,936,079,253",0.058,$36,,0.127,0,0.96,47,45,0,1,0.477,0.499,0.025,14385283,0.332,"$35,000,000","$80,000,000"
0.042,,1738,Benin,,,2109,"$2,499,269,391",0.047,$16,,0.088,0,,57,54,0,1,0.453,0.518,0.029,7174911,0.387,"$86,000,000","$48,000,000"
0.027,,4334,Botswana,,,1868,"$5,489,646,903",0.052,$175,,0.054,0,0.158,51,48,0.2,1,0.377,0.593,0.03,1783349,0.541,"$235,000,000","$215,000,000"
0.046,,997,Burkina Faso,,,,"$2,812,845,486",0.049,$12,,0.095,0,,52,50,0,1,0.467,0.506,0.027,11946080,0.185,"$25,000,000","$35,000,000"
0.042,,216,Burundi,,,,"$876,794,723",0.068,$7,,0.089,0,0.168,50,47,0,1,0.484,0.487,0.029,6839376,0.085,"$900,000","$12,000,000"
0.041,,3421,Cameroon,,,6384,"$9,633,109,257",0.047,$27,,0.09,0,0.207,53,51,0,1,0.451,0.515,0.034,16350440,0.461,"$182,000,000","$199,000,000"
0.039,,246,Central African Republic,,,,"$931,833,294",0.04,$10,,0.113,0,0.207,45,42,0,1,0.422,0.538,0.04,3704045,0.377,"$5,000,000","$29,000,000"
0.051,,172,Chad,,,,"$1,709,347,777",0.06,$12,,0.105,0,0.207,48,46,0,1,0.491,0.481,0.028,8620917,0.217,"$23,000,000","$56,000,000"
0.039,,88,Comoros,,,,"$220,115,655",0.028,$11,,0.073,0,0.12,60,57,,1,0.414,0.555,0.031,541976,0.28,"$9,000,000",
0.047,,1566,"Congo, Dem. Rep.",,,17242,"$7,438,189,100",0.043,$6,,0.114,0,,48,45,0,1,0.464,0.507,0.028,48167045,0.356,,
0.039,,862,"Congo, Rep.",,,884,"$2,794,259,756",0.024,$21,,0.075,0,0.207,54,51,0,1,0.419,0.545,0.036,3205636,0.592,"$22,600,000","$82,000,000"
0.038,,7726,Cote d'Ivoire,,,6483,"$10,545,285,037",0.052,$34,,0.098,0,,47,46,0,1,0.421,0.55,0.029,16420173,0.442,"$58,000,000","$289,000,000"
0.03,,385,Djibouti,,,,"$572,417,441",0.054,$41,,0.078,0,0.115,59,56,0,1,0.407,0.562,0.031,733732,0.766,"$8,600,000","$12,900,000"
0.025,,125452,"Egypt, Arab Rep.",,,45698,"$97,632,008,051",0.058,$76,,0.034,0,0.133,71,66,0,1,0.348,0.598,0.054,67204189,0.428,"$4,119,000,000","$1,248,000,000"
0.039,,3095,Equatorial Guinea,,,,"$1,461,139,008",0.015,$50,,0.096,0,0.207,49,47,0,1,0.423,0.541,0.036,534592,0.388,"$14,000,000","$30,000,000"
0.04,,631,Eritrea,,,742,"$752,368,494",0.039,$7,,0.056,0,,59,54,,1,0.462,0.519,0.019,4101609,0.178,"$74,000,000",
0.043,,4309,Ethiopia,,,26171,"$8,080,496,318",0.047,$6,,0.087,0,0.109,54,52,0,1,0.466,0.504,0.031,67956866,0.149,"$218,000,000","$50,000,000"
0.034,,1782,Gabon,,,1579,"$4,712,849,280",0.033,$125,,0.055,0,0.207,61,58,0.1,1,0.404,0.538,0.058,1255299,0.809,"$46,000,000","$256,000,000"
0.045,,282,"Gambia, The",,,,"$687,410,629",0.046,$25,,0.062,0,0.24,57,54,0,1,0.459,0.515,0.027,1266691,0.488,,
0.034,,6920,Ghana,,,8045,"$5,314,871,684",0.056,$15,,0.063,0,,58,56,0,1,0.412,0.557,0.031,19293392,0.446,"$374,000,000","$165,000,000"
0.042,,1298,Guinea,,,,"$2,833,442,750",0.059,$19,,0.099,0,,51,51,0,1,0.44,0.526,0.034,8895353,0.314,"$8,200,000","$26,000,000"
0.041,,150,Guinea-Bissau,,,,"$384,270,400",0.05,$15,,0.106,0,,53,51,,1,0.434,0.535,0.031,1301748,0.375,"$2,700,000","$5,500,000"
0.039,,9369,Kenya,,,14259,"$12,985,991,723",0.046,$19,,0.068,0,0.197,54,52,0,1,0.438,0.534,0.028,32126351,0.202,"$536,000,000","$183,000,000"
0.031,,,Lesotho,,,,"$706,430,933",0.075,$28,,0.082,0,0.166,46,45,0,1,0.41,0.545,0.046,1871500,0.201,"$16,000,000","$166,000,000"
0.042,,502,Liberia,,,,"$515,000,000",0.064,$11,,0.112,0,0.221,53,52,0,1,0.432,0.537,0.031,2998770,0.447,,
0.022,,48100,Libya,,,16361,"$28,420,321,952",0.041,$261,,0.024,0,0.07,74,71,0,1,0.326,0.634,0.04,5258677,0.764,"$90,000,000","$572,000,000"
0.04,,1742,Madagascar,,,,"$4,529,575,233",0.05,$14,,0.067,0,0.253,60,58,0,1,0.455,0.516,0.03,16235767,0.274,"$149,000,000","$179,000,000"
0.045,,906,Malawi,,,,"$1,716,502,069",0.051,$8,,0.097,0,0.562,46,46,0,1,0.46,0.51,0.03,11623166,0.147,"$40,000,000","$52,000,000"
0.048,,546,Mali,,,,"$2,629,739,067",0.064,$18,,0.113,0,,49,50,0,1,0.461,0.505,0.034,10562768,0.291,"$91,000,000","$65,000,000"
0.038,,1349,Mauritania,,,,"$1,295,536,829",0.048,$19,,0.076,0,0.225,61,58,0,1,0.426,0.543,0.032,2791403,0.5,,
0.016,,2967,Mauritius,,,,"$4,536,544,699",0.038,$147,,0.015,0.1,0.211,75,68,0.2,1,0.255,0.683,0.063,1199881,0.425,"$820,000,000","$216,000,000"
0.021,,37715,Morocco,,,10894,"$37,724,674,865",0.044,$58,,0.041,0,0.133,70,67,0.2,1,0.333,0.619,0.048,29021156,0.537,"$2,966,000,000","$589,000,000"
0.045,,1580,Mozambique,,,7547,"$4,075,049,537",0.056,$12,,0.109,0,0.227,49,46,0,1,0.44,0.529,0.032,18785719,0.293,"$64,000,000","$132,000,000"
0.031,,2017,Namibia,,,1127,"$3,546,791,603",0.062,$113,,0.049,0,0.145,56,52,0.1,1,0.403,0.564,0.033,1931282,0.329,"$264,000,000","$71,000,000"
0.053,,759,Niger,,,,"$1,945,327,546",0.074,$12,,0.098,0,,51,51,0,1,0.481,0.494,0.025,11396434,0.163,"$30,000,000","$33,000,000"
0.043,,83351,Nigeria,,,94633,"$44,138,014,092",0.048,$18,,0.11,0,0.234,47,46,0,1,0.435,0.538,0.028,126004992,0.357,"$168,000,000","$858,000,000"
0.04,,689,Rwanda,,,,"$1,674,685,126",0.044,$8,,0.101,0,0.173,50,48,0,1,0.464,0.507,0.029,8760003,0.158,"$29,000,000","$33,000,000"
0.037,,51,Sao Tome and Principe,,,,"$76,553,443",0.103,$52,,0.056,0.1,0.37,65,62,,1,0.434,0.526,0.04,141783,0.544,"$6,200,000","$2,000,000"
0.04,,4331,Senegal,,,2592,"$4,877,602,012",0.05,$24,,0.067,0,,60,57,0,1,0.449,0.519,0.032,10119118,0.405,"$175,000,000","$112,000,000"
0.018,,642,Seychelles,,,,"$618,433,501",0.047,$356,,0.012,0.1,0.106,,,0.5,1,0.275,0.645,0.08,81202,0.503,"$221,000,000","$41,000,000"
0.044,,568,Sierra Leone,,,,"$1,079,478,388",0.16,$40,,0.139,0,0.243,40,38,0,1,0.429,0.547,0.024,4295667,0.359,"$14,000,000","$42,000,000"
0.048,,502,Somalia,,,,,,,,0.105,0,,53,50,0,1,0.473,0.497,0.029,7609265,0.336,,
0.024,,362743,South Africa,,,112399,"$118,478,986,833",0.086,$223,,0.053,0.1,0.138,57,53,0.2,1,0.325,0.64,0.036,44909738,0.574,"$3,256,000,000","$2,366,000,000"
0.042,,,South Sudan,,,,,,,,0.105,,,51,48,,1,0.446,0.523,0.031,6924455,0.166,,
0.039,,6370,Sudan,,,13988,"$13,182,872,555",0.035,$16,,0.067,0,,60,57,0,1,0.436,0.534,0.03,28434810,0.325,"$3,000,000","$74,000,000"
0.032,,1144,Swaziland,,,,"$1,349,326,983",0.052,$65,,0.081,0,0.133,48,47,0.1,1,0.44,0.53,0.03,1074761,0.226,"$23,000,000","$31,000,000"
0.042,,3128,Tanzania,,,14203,"$10,383,560,998",0.035,$11,,0.076,0,0.201,51,50,0,1,0.447,0.524,0.029,34895398,0.227,"$626,000,000","$363,000,000"
0.039,,1162,Togo,,,2106,"$1,332,328,986",0.052,$14,,0.075,0,,54,53,0,1,0.439,0.532,0.028,4992225,0.334,"$14,000,000","$20,000,000"
0.017,,20818,Tunisia,,,7711,"$22,066,101,341",0.053,$122,,0.024,0,,75,71,0,1,0.289,0.649,0.062,9673600,0.638,"$2,061,000,000","$322,000,000"
0.048,,1621,Uganda,,,,"$5,840,503,703",0.072,$17,,0.085,0,0.227,49,49,0,1,0.493,0.48,0.027,25088033,0.122,"$187,000,000",
0.045,,1907,Zambia,,,6430,"$3,653,822,712",0.06,$21,,0.095,0,0.462,43,42,0,1,0.459,0.514,0.027,10362137,0.35,"$80,000,000","$102,000,000"
0.032,,12563,Zimbabwe,,,9690,"$6,777,384,733",,,,0.06,0,0.38,43,43,0,1,0.419,0.547,0.034,12586763,0.342,"$81,000,000",
0.049,,645,Afghanistan,,,,"$2,461,666,315",,,,0.093,0,,56,54,,1,0.495,0.484,0.02,21347782,0.216,,
0.013,,3542,Armenia,,,2006,"$2,118,467,913",0.059,$41,,0.025,0,0.267,75,68,0,1,0.25,0.646,0.104,3059960,0.644,"$81,000,000","$59,000,000"
0.014,,28771,Azerbaijan,,,11445,"$5,707,618,247",0.045,$31,,0.057,0,0.197,70,64,0.1,1,0.301,0.641,0.058,8111200,0.516,"$57,000,000","$119,000,000"
0.026,,32457,Bangladesh,,,20223,"$46,987,842,847",0.03,$10,,0.062,0,0.158,66,66,0,1,0.364,0.595,0.041,134729503,0.241,"$48,000,000","$341,000,000"
0.027,,389,Bhutan,,,,"$476,360,697",0.062,$51,,0.056,0,0.158,61,61,,1,0.393,0.568,0.039,580888,0.265,"$9,000,000",
0.022,,6197,Brunei Darussalam,,,2208,"$5,601,090,584",0.032,$525,,0.008,0.1,0.055,78,74,0.4,1,0.301,0.671,0.028,339114,0.717,"$155,000,000","$456,000,000"
0.027,,2252,Cambodia,,,3430,"$3,979,813,388",0.062,$20,,0.076,0,,66,60,0,1,0.397,0.564,0.039,12472586,0.187,"$429,000,000","$59,000,000"
0.013,,3487566,China,,,1186797,"$1,324,806,909,021",0.046,$47,,0.028,0,0.059,74,71,0.1,1,0.246,0.683,0.07,1271850000,0.371,"$19,006,000,000","$14,992,000,000"
0.012,,3770,Georgia,,,2570,"$3,219,487,823",0.078,$54,,0.029,0,0.223,76,68,0.1,1,0.212,0.659,0.129,4386400,0.524,"$136,000,000","$136,000,000"
0.007,,37972,"Hong Kong SAR, China",,,14145,"$169,403,241,524",,,,,0.4,0.051,85,78,0.8,1,0.167,0.72,0.112,6714300,1,"$7,923,000,000","$12,317,000,000"
0.025,,1203843,India,,,464501,"$493,954,333,981",0.045,$21,,0.064,0,0.121,64,61,0,1,0.338,0.617,0.044,1059500888,0.279,"$3,342,000,000","$4,367,000,000"
0.021,,294907,Indonesia,,,158963,"$160,446,947,638",0.022,$17,,0.039,0,0.185,70,66,0,1,0.304,0.649,0.047,211970371,0.428,"$5,277,000,000","$3,406,000,000"
0.009,,1202266,Japan,,,510791,"$4,159,859,918,094",0.078,"$2,554",,0.003,0.4,0.02,85,78,0.6,1,0.144,0.679,0.177,127149000,0.8,"$5,750,000,000","$35,526,000,000"
0.015,,147908,Kazakhstan,,,34493,"$22,152,689,130",0.035,$53,,0.036,0,,71,61,0,1,0.271,0.661,0.069,14858335,0.555,"$502,000,000","$761,000,000"
0.017,,79475,"Korea, Dem. Rep.",,,20369,,,,,0.039,,,70,62,,1,0.258,0.68,0.062,23043449,0.595,,
0.012,,450194,"Korea, Rep.",,,191046,"$533,051,998,854",0.05,$528,,0.006,0.6,0.077,80,73,0.6,1,0.206,0.717,0.077,47357362,0.799,"$7,919,000,000","$8,349,000,000"
0.02,,3781,Kyrgyz Republic,,,2151,"$1,525,113,501",0.048,$15,,0.04,0,0.373,73,65,0,1,0.342,0.602,0.055,4945100,0.353,"$32,000,000","$21,000,000"
0.03,,902,Lao PDR,,,,"$1,768,619,058",0.041,$13,,0.08,0,0.262,64,61,0,1,0.43,0.533,0.036,5470169,0.23,"$108,000,000","$4,000,000"
0.008,,1687,"Macao SAR, China",,,,"$6,514,271,488",,,,,0.2,0.08,80,76,0.4,1,0.219,0.708,0.074,438080,1,"$3,745,000,000",
0.022,,136717,Malaysia,,,49255,"$92,783,947,368",0.033,$130,,0.008,0.3,0.071,75,71,0.3,1,0.327,0.634,0.039,23925742,0.629,"$7,627,000,000","$3,391,000,000"
0.023,,576,Maldives,,,,"$802,442,810",0.053,$153,,0.032,0,0.13,72,70,0.1,1,0.399,0.561,0.039,277825,0.289,"$327,000,000","$59,000,000"
0.019,,7884,Mongolia,,,2415,"$1,267,997,923",0.046,$24,,0.047,0,0.374,67,60,0.1,1,0.336,0.627,0.037,2419669,0.582,"$49,000,000","$59,000,000"
0.02,,8724,Myanmar,,,12547,,0.021,$2,,0.057,0,0.15,64,60,0,1,0.301,0.651,0.048,48894203,0.273,"$132,000,000","$32,000,000"
0.032,,3454,Nepal,,,8375,"$6,007,061,224",0.053,$13,,0.057,0,0.077,64,62,0,1,0.403,0.559,0.039,23655119,0.14,"$191,000,000","$128,000,000"
0.03,,108283,Pakistan,,,65091,"$72,309,738,921",0.028,$13,,0.086,0,,65,63,0,1,0.409,0.552,0.04,146857081,0.334,"$533,000,000","$555,000,000"
0.029,,71052,Philippines,,,38202,"$76,261,998,623",0.03,$29,,0.03,0,0.124,70,64,0.2,1,0.382,0.585,0.033,79297756,0.477,"$2,011,000,000","$1,918,000,000"
0.012,,49541,Singapore,,,21229,"$89,285,087,395",0.024,$526,,0.003,0.4,0.056,80,76,0.7,1,0.211,0.714,0.075,4138000,1,"$4,641,000,000","$6,600,000,000"
0.018,,10246,Sri Lanka,,,8050,"$15,746,224,410",0.037,$31,,0.013,0,0.194,76,68,0,1,0.265,0.672,0.064,18797000,0.184,"$347,000,000","$402,000,000"
0.03,,2292,Tajikistan,,,2122,"$1,080,774,006",0.046,$8,,0.07,0,0.211,68,60,0,1,0.421,0.543,0.036,6289340,0.265,,
0.014,,202132,Thailand,,,74385,"$115,536,405,150",0.033,$61,,0.018,0.1,0.073,75,67,0.1,1,0.238,0.694,0.068,63069070,0.326,"$9,378,000,000","$3,334,000,000"
0.041,,,Timor-Leste,,,,"$429,700,000",0.062,$20,,0.08,,,62,59,,1,0.5,0.475,0.024,871353,0.246,,
0.023,,39270,Turkmenistan,,,15153,"$3,534,771,969",0.038,$58,,0.065,0,,68,60,0,1,0.356,0.6,0.044,4551762,0.461,,
0.021,,122038,Uzbekistan,,,51070,"$11,401,351,420",0.053,$24,,0.052,0,,70,64,0,1,0.365,0.591,0.044,24964450,0.373,"$72,000,000",
0.017,,61140,Vietnam,,,30646,"$35,291,349,277",0.056,$22,,0.026,0,0.094,79,69,0,1,0.307,0.628,0.065,78621000,0.249,,
0.018,,3223,Albania,,,1783,"$4,091,020,249",0.06,$75,,0.022,0,0.197,78,72,0.1,1,0.297,0.632,0.071,3064111,0.424,"$451,000,000","$269,000,000"
0.012,,524,Andorra,,,,"$1,264,760,246",0.056,"$1,294",,0.004,,,,,0.4,1,,,,68000,0.921,,
0.009,,65716,Austria,,,30177,"$191,678,678,300",0.101,"$2,406",,0.005,0.4,,82,76,0.8,1,0.168,0.676,0.156,8042293,0.658,"$11,511,000,000","$7,408,000,000"
0.009,,52596,Belarus,,,24785,"$12,354,820,144",0.066,$83,,0.01,0,0.47,75,63,0,1,0.179,0.684,0.137,9928000,0.705,"$272,000,000","$486,000,000"
0.011,,114766,Belgium,,,58391,"$232,485,906,040",0.083,"$1,878",,0.005,0.3,0.085,81,75,0.7,1,0.175,0.655,0.17,10286570,0.972,"$8,304,000,000","$10,878,000,000"
0.01,,20700,Bosnia and Herzegovina,,,4201,"$5,748,990,555",0.072,$108,,0.008,0,,77,73,0.1,1,0.199,0.689,0.112,3879353,0.393,"$279,000,000","$96,000,000"
0.009,,46454,Bulgaria,,,19416,"$13,868,600,710",0.074,$129,,0.017,0.1,0.111,75,69,0.2,1,0.152,0.68,0.168,8020282,0.692,"$1,262,000,000","$836,000,000"
0.009,,20715,Croatia,,,7948,"$23,052,044,813",0.072,$376,,0.007,0.1,0.095,78,71,0.4,1,0.169,0.672,0.159,4440000,0.557,"$3,463,000,000","$677,000,000"
0.013,,6846,Cyprus,,,2114,"$9,679,304,971",0.058,$776,,0.005,0.2,0.075,80,76,0.3,1,0.219,0.678,0.103,961481,0.688,"$2,203,000,000","$568,000,000"
0.009,,124407,Czech Republic,,,42078,"$64,375,288,107",0.064,$403,,0.005,0.1,0.072,78,72,0.7,1,0.161,0.7,0.139,10216605,0.739,"$3,104,000,000","$1,386,000,000"
0.012,,49035,Denmark,,,19203,"$160,476,161,869",0.091,"$2,730",,0.005,0.4,0.082,79,75,0.7,1,0.186,0.665,0.148,5358783,0.852,"$4,003,000,000","$4,861,000,000"
0.009,,15596,Estonia,,,4919,"$6,240,147,810",0.049,$218,,0.008,0.3,0.078,76,65,0.5,1,0.174,0.671,0.155,1388115,0.692,"$661,000,000","$253,000,000"
,,792,Faeroe Islands,,,,"$1,154,899,793",,,,,0.4,,82,77,0.5,1,,,,47135,0.372,,
0.011,,56424,Finland,,,33150,"$124,642,505,593",0.074,"$1,786",,0.003,0.4,0.058,82,75,0.8,1,0.18,0.669,0.151,5188008,0.824,"$2,065,000,000","$2,442,000,000"
0.013,,385827,France,,,260565,"$1,338,302,997,763",0.102,"$2,241",,0.004,0.3,0.07,83,76,0.6,1,0.188,0.651,0.161,61355725,0.761,"$38,385,000,000","$26,749,000,000"
0.009,,853663,Germany,,,346679,"$1,880,894,854,586",0.105,"$2,402",,0.004,0.3,0.1,81,76,0.7,1,0.154,0.679,0.168,82349925,0.731,"$24,175,000,000","$56,529,000,000"
0.009,,93806,Greece,,,28004,"$129,841,808,535",0.088,"$1,055",,0.006,0.1,0.086,81,76,0.7,1,0.15,0.678,0.172,10951764,0.729,"$9,216,000,000","$4,189,000,000"
0.01,,57022,Hungary,,,25591,"$52,720,966,883",0.072,$374,,0.009,0.1,0.121,77,68,0.5,1,0.166,0.682,0.153,10187576,0.647,"$4,191,000,000","$1,887,000,000"
